ID1,text,medialink,Sentiment
14931,Sunset at Rondevlei Nature Reserve. The wonders of the pockets of nature among the expanse of urban development in Cape Town. #CapeTown #nature,#https://instagram.com/p/9MXGoCFBA1/#,Positive
14932,"Never give up, never give in. #kinesiologytape #fitness #fitnesstime #running #physiotape",#https://instagram.com/p/9MPMy7MD3E/#,Positive
14933,It was a nice outing.,#https://instagram.com/p/9MOAtkq617/#,Positive
14936,Life does not have to be perfect to be wonderful.,#https://instagram.com/p/9I76RQLvT9/#,Positive
14937,We're here! #capetown #lighthouse #SouthAfrica,#https://instagram.com/p/9I3P5JKgWx/#,Positive
14938,"Marzia&Mauro -CAPE TOWN-

#honeymoon #africa #capetown #real  #instamoment #instalove #instagood #picoftheday #traveling #beautiful #amazing #vacation #igers #like4like #tagsforlikes #followme #instatraveling #photo #traveler #world #nature #life #love",#https://instagram.com/p/9NvmVdC6U_/#,Positive
14943,:) :),#https://instagram.com/p/9LBWchP-AP/#,Positive
14945,Beautiful pincushion flower in #southafrica.,#https://instagram.com/p/9Jk-9KqgZZ/#,Positive
14947,in love with this country,#https://instagram.com/p/9JgOfbEGhm/#,Positive
14949,#capepoint #paradise,#https://instagram.com/p/9JffjzkGgE/#,Positive
14950,Would love to be on this secluded beach! #scenic #scenery #landscape #ocean #oceanview #viewfromthetop #viewfromabove #view #water #wander #wanderlust #naturelovers #nature #landscape_lovers #blue #beauty #beach #beachday #beachlife #travel #worldisbeaut,#https://instagram.com/p/9JbvN7GGv2/#,Positive
14954,#capeofgoodhope #atlanticocean #absolutelybeautiful #fantasticview #endoftheworld #freedom #windyasfuck,#https://instagram.com/p/9Ic7ACjFw4/#,Positive
14955,Blessed #wayupifeelblessed #capetown #travelnoire #soultravel #capepoint #wanderlust #TIA #blackgirlstraveltoo,#https://instagram.com/p/9IYoKCsa9J/#,Positive
14957,"I love cappuccino So much ...
#cappuccino #coffee#milk",#https://instagram.com/p/9HdS5ugIVx/#,Positive
14958,"What a visual delight ! 
exactly what I needed ...  
#scenery #CapeTown #SouthAfrica",#https://instagram.com/p/9HdQOoCtRO/#,Positive
14961,The most beautiful beach... & we had it to ourselves,#https://instagram.com/p/9GsfkQDYQ2/#,Positive
14965,I could stay here! ?? #capepoint #capetown #southafrica #capeofgoodhope #stunning #amazing #beautiful #naturelovers #ocean #horizon #scenery,#https://instagram.com/p/9GDuNlOXBg/#,Positive
14968,Beautiful Cape Point #southafrica,#https://instagram.com/p/9Eg0i8qarv/#,Positive
14969,#capeofgoodhope good hope,#https://instagram.com/p/9EbG7-zdYd/#,Positive
14981,"Cape Point Lighthouse 
#beautiful #capetown",#https://instagram.com/p/9DQavtNYSx/#,Positive
14983,#cocktails #bestie #inked #tropicalstorm  #stunningweather  #finallyinked,#https://instagram.com/p/9N_2gcgkH7/#,Positive
14989,The view from our home for the weekend. #beautifuldayinthecape #glencairn #happyweekend,#https://instagram.com/p/9Naw6at_Gc/#,Positive
15013,"breakfast done. weekend continues 
#cheers #beer #millers #weekend #houtbay #summer #instagood #instalike #instalove #like4like #blueskies #love #goodtimes #goodmorning #vsco #vscocam #vscolike",#https://instagram.com/p/9N0R1YlFVz/#,Positive
15016,Fruity freshness on such a beautiful day  #summertime,#https://instagram.com/p/9N_KIbRfCA/#,Positive
15017,Lizelle 21st bday weekend #birthday #celebrations #21st #sisters #roadtrip #capetown #travel #southafrica #capetown #chapmanspeakhotel #lunch #goodtimes,#https://instagram.com/p/9N9AKtki_b/#,Positive
15019,Friday night Front Row Olympics  #frontrow #olympics #fun #youth #ohitson #byronsbum9_19 #80's #jukeboxhero #driftwood #hackmyphoneagain #igotyouback #hahGAAYYY,#https://instagram.com/p/9N7lzxiXKe/#,Positive
15021,Happy in Cape Town,#https://instagram.com/p/9N6-x2Pg83/#,Positive
15023,#huffpostgram #ig_worldclub #vsco #thewoIrldshotz #hot_shotz #nikon #photooftheday #master_shots #globaldaily #featuremeinstagood #southafrica #capetown #california #beach #ocean #sunset #surf,#https://instagram.com/p/9N6vGRnWhV/#,Positive
15026,Happy birthday Tooki - thank you for being Eli's first & best bud,#https://instagram.com/p/9N4OCkQIG6/#,Positive
15028,Best Chardonnay ever! #jordan #chardonnay #capetown #stellenbosch #southafrica #whitewine #bestwine #summerdays #travel #lunch,#https://instagram.com/p/9N2-B_ki1-/#,Positive
15031,Sneaky barrel exit through the lip. #feeshavefallen #surftime #capetown #surfing #gopro #goprooftheday,#https://instagram.com/p/9NyMzoAXUQ/#,Positive
15033,"I'm on a boat! 
#houtbay #southafrica #atlanticseaboard #boat #boatcruise #blueskies #familyouting #love #ilovemyhood #freshair #fun",#https://instagram.com/p/9NwRaFEyty/#,Positive
15037,"So happy to be back at the old workplace. #Customerservice and #salesmanship - these are two engagement-orientated elements of the retail industry that I can't get enough of :D 

#sales #fireplace #fireplaceandappliace #houtbay #weekendjob #smilesformiles",#https://instagram.com/p/9NtIR5ku6I/#,Positive
15044,Taking it easy...,#https://instagram.com/p/9NpmtwNq3r/#,Positive
15047,"PRESENT YOUR BEST! PERFECT YOUR POSE! 
#oldschoolphysiques #classicalbodybuilding #goldeneraphysique #ifbb #classicphysique #arnoldclassics #shape #size #symmetry #aesthetics #musclemania #southafrica #mensoverallchamp #fitfam #fitspo #posing",#https://instagram.com/p/9NmaHArzgH/#,Positive
15050,9am top of Chappies GLORY HALLELUJAH!,#https://instagram.com/p/9NhD_Du1t2/#,Positive
15052,#sun #sky #clouds #earth #getlostclub #summer #weather #view #beauty #scenery #landscape #getaway #sunset #photography #live #adventure #love #photooftheday #inspiration #ocean #killervisuals #travel #beach #southafrica #capetown,#https://instagram.com/p/9NgVSitrVp/#,Positive
15053,"The morning surf is the most important surf of the day. Cape Town is synonymous with surfing, and while there weren't many waves this morning, these guys were out there looking anyway. #surf #surfing #beach #sunrise #igers #igerscapetown #iamnikonsa #ish",#https://instagram.com/p/9NgS3DLFMq/#,Positive
15054,@lalelaproject peace poster #artispower #artists,#https://instagram.com/p/9NgCb-RQfr/#,Positive
15055,Our beautiful coastline  #africa #southafrica #capetown #chapmanspeakdrive #nature #mountains #sea,#https://instagram.com/p/9NfXFlD7fA/#,Positive
15056,My moms the oddest and she makes me so laugh so much. I love her. #mymom #beach #vibes #sunsets #aboutlastnight #love #loveus #shehasmyback #me #nature #ocean  #edge #socool,#https://instagram.com/p/9NbkUlmDNa/#,Positive
15060,Now THAT's worth a #NobelPrize for #MilkFroth #Nespresso ... now #BackToWork after using the best #MilkFrother ... in the world,#https://instagram.com/p/9NMAVduc0M/#,Positive
15065,Such fun at #CeresZipSlideAdventures #WarriorOnWheelsFoundation,#https://instagram.com/p/9MgZwcqhBX/#,Positive
15066,#houtbay #lovethisworld #lovecapetown #capetownexplorer,#https://instagram.com/p/9MgRgot-Xk/#,Positive
15067,#skyatlas #instaclouds #cloudart #lovethisworld,#https://instagram.com/p/9Mf6_uN-XA/#,Positive
15070,Sept 15 - #Capefurseals take two; we had some very colorfully-dressed tourists on our boat (middle left) #houtbay #savetheseals,#https://instagram.com/p/9MfYdvA44R/#,Positive
15075,#pictoresque #view #southafrica #stunningview #sea #cliffs #houtbay #nature #potd,#https://instagram.com/p/9MYI3DI5LT/#,Positive
15077,Sept 15 - Off to explore the Cape; first stop is a #sealislandcruise on #houtbay to gander at the beautiful #capefurseals ; Momster enjoys a nice pose,#https://instagram.com/p/9MXGzGg43V/#,Positive
15078,Thanks @sorbethoutbay and @melaniecotrel for always making my nails beautiful #graduationball #nails #gelish #grey #silver #glitter #sorbethoutbay #houtbay #capetown #southafrica #2015,#https://instagram.com/p/9MW2L-NKki/#,Positive
15079,#llandudno #capetowncgl #kapstadttastisch #capetownetc #amazingcapetown #instagramcapetown #lovecapetown #thisissouthafrica #southafricaza #cityofcapetown #beach,#https://instagram.com/p/9MVah0TNiY/#,Positive
15080,Lovely watching the sunset this evening. #ocean #sea #love #watching #sunset #me #familyouting #mountain #captured #ilovecapetown #captured #capetonian #nature,#https://instagram.com/p/9MUPnSGDMA/#,Positive
15087,Love this lady so much!!! ...and my Dragon Fiery Gingerbeers,#https://instagram.com/p/9MHj-cu1_n/#,Positive
15088,A little gift at the end of the day after zipping around. #sunset #beach #sundowner #silvermist #winefarm #vineyard #ziplining #southafrica #capetown @princessdiamondss @green_vine_eatery @the_perfect_proposal,#https://instagram.com/p/9MHG5JlY0F/#,Positive
15093,Heaven seems a little closer at the beach,#https://instagram.com/p/9L-hLEtJIN/#,Positive
15099,"Had an amazing day with you guys
We must make a plan to hang out again",#https://instagram.com/p/9N-ITiOgSN/#,Positive
15105,My latest #diy creation is a #wintercroft bear mask !!,#https://instagram.com/p/9N8LrlGi2c/#,Positive
15106,Most delicious #veganburger at @portobelloroadvintage this morning. #feedthebabalas #greenpeahummus,#https://instagram.com/p/9N4CdALH5K/#,Positive
15108,The magic of #PaulEdmonds,#https://instagram.com/p/9N3ZsyJqe_/#,Positive
15109,Girls just wanna have fun #livelarge #jump #fun #trampoline #rush #goodtimes,#https://instagram.com/p/9N3TKDQEHt/#,Positive
15112,Happy anniversary mommy and daddy,#https://instagram.com/p/9N0VeSloNm/#,Positive
15113,It has begun! #summer #capetown #home #pool #drinks #strawberryvodka #funliveshere,#https://instagram.com/p/9Nz37CMM2G/#,Positive
15115,We are definitely family #Aboutlastnight #latergram #cousins #cuzzies #party #shots #crazytimes #family #madnight,#https://instagram.com/p/9NxmvEu4tN/#,Positive
15116,Breakfast with this kid this morning. Thank you for all your support,#https://instagram.com/p/9NwYIguWbK/#,Positive
15120,28 degrees of happiness,#https://instagram.com/p/9OArEuyBaZ/#,Positive
15122,You're real pretty.,#https://instagram.com/p/9OAjKEiEDe/#,Positive
15125,"First beach day of the season. Oh summer, how I love you so! #beach #beachlife #saturdays #summertime #tanning #campsbaybeach #campsbay #capetown",#https://instagram.com/p/9OAam1Lopy/#,Positive
15127,Lions head hike. Cape Town spoiling us,#https://instagram.com/p/9OANv0iwYC/#,Positive
15132,"Just shooting an ad in the Mother City with the cuzzas. 

#capetown #southafrica #amazingcapetown #meetsouthafrica #meetcapetown #colour #weekend #fun #work #spring #awesome #discover #explore #adventure #nextisrage #vsco #vscocam #samsung #selfie",#https://instagram.com/p/9N_EbQPBdC/#,Positive
15133,"Go #Green
#RWC2015 
#Springboks 
#ProudlySouthAfrican",#https://instagram.com/p/9N-3QOGBcV/#,Positive
15137,Looking forward to this afternoons game #springboks #rugbyworldcup #england #patriotism #justincleaver,#https://instagram.com/p/9N-PIXwyQ8/#,Positive
15138,I miss my refugees already the house is way too quiet without you... #uwcshutdown #refugeecamp #studentlife #honours #funtimes #craziness #uwc #studentsfallasleep,#https://instagram.com/p/9N-JhLOdpx/#,Positive
15139,"One down...one to go...my sister, my rock, permanent partner in crime, future bride, my judge and jury lol and my maid of honor yesterday @young_rone . Shoutout to our amazing and talented makeup artist in Cape Town @onqmakeup who spent her birthday gett",#https://instagram.com/p/9N9w2RKuK6/#,Positive
15142,Amazing baked cheese cake!!!,#https://instagram.com/p/9N9dScPcTd/#,Positive
15145,We made it..,#https://instagram.com/p/9N8tN3gkWf/#,Positive
15149,#dressed #by #moswear #clothing #capetown #dope #feeling #special,#https://instagram.com/p/9N8RHYB7QB/#,Positive
15165,Fiiiiiish! Spent some time at the #petshop ... This is my new #mate. #fish #pet #capetown,#https://instagram.com/p/benzGqAbgm/#,Positive
15226,View from the house... What more could one ask for! #capetown #tablecloth #stolen!,#https://instagram.com/p/beaVJCoIuQ/#,Positive
15236,#brunch at #Kitima. Lovely time with mummy and boyfriend,#https://instagram.com/p/bdnpwcj4XV/#,Positive
15253,Love this! #family #fathersday,#https://instagram.com/p/bwWmAMBma3/#,Positive
15257,Boulders :),#https://instagram.com/p/bwJES7G7gI/#,Positive
15303,"2 roadside sights up the West coast. Loving life 
#barrels #giraffe #tia",#https://instagram.com/p/bvTc9vDRWY/#,Positive
15306,Here's a shot of our campsite where i stayed for the last week. Scored the best beach break of my life for days on end and had some amazing life experiences. Thanks a million for taking me fellas @bodyboarderssurfco @flpmd @dunesint @pridebodyboards @rip,#https://instagram.com/p/brj3MvDRZT/#,Positive
15343,#champmanspeakdrive - nice on a Sunday @stefndoris,#https://instagram.com/p/bviaEaSi9m/#,Positive
15421,simon's town marina #harbour #fun #memories,#https://instagram.com/p/cCfRSyFFe2/#,Positive
15427,just the two of us #fun #memories,#https://instagram.com/p/cCeKNtlFcI/#,Positive
15461,#penguins #beach #dreamsdocometrue,#https://instagram.com/p/cCUPNaIZ8s/#,Positive
15486,"Finally, some quality time with @karennovember",#https://instagram.com/p/cB50lKgEPy/#,Positive
15499,Day 20 July #fmsphotoaday Hot (having a nice cup of hot coffee on a winters day),#https://instagram.com/p/b_gP_TCOve/#,Positive
15545,One of my all-time favorite places to stay. #olifantsbos #capepoint #capetown #southafrica #lovecapetown,#https://instagram.com/p/b6XpU6qhAH/#,Positive
15546,Sometimes my job is just amazing #capepoint #southafrica #sunset #travel #nature #sea #ocean #beach #nofilter,#https://instagram.com/p/b6WpJoqhOq/#,Positive
15620,Lunch after a long flight #capetown #spinach #rocket #walnuts #chicken #instafood #foodporn #yummy #mmmm,#https://instagram.com/p/cNMvMEmu4F/#,Positive
15668,Perfect crisp winter's day,#https://instagram.com/p/cUFLTix4vF/#,Positive
15676,Now that's what I call a view!,#https://instagram.com/p/cU0a1qrC4x/#,Positive
15683,#southafrica #sudafrica #summer #estate #fun #family #holiday #famiglia #vacanza #sister #love #capetown #citt?delcapo #capeofgoodhope #beautiful #sight #instalove #instaafrica #instafamily #instaholiday #instasouthafrica,#https://instagram.com/p/cPLYDAqeDN/#,Positive
15707,Winter Weekend in #capetown . So cold but incredibly gorgeous! I loved the penguins! #love #bouldersbeach #penguins #southafrica #winterbeach,#https://instagram.com/p/cSBguRlxdQ/#,Positive
15741,Mossie says good night all #mossie #fun #goodnight #lovemycity #beingsilly #lovinglife #me #friends #friends #adventure #home #capetown #tamboerskloof #minion ..... Sweet dreams everyone,#https://instagram.com/p/cXDLK0xkxY/#,Positive
15742,Views nice,#https://instagram.com/p/cXBX-wqhJR/#,Positive
15749,Geocaching with @graykat93  #geocaching #beautiful #mountainous #view #simonsTown #capetown #cantwait,#https://instagram.com/p/cmgx3HlG9I/#,Positive
15753,"Breaky, out on the deck with our family! Great way to start off the weekend! :-)",#https://instagram.com/p/ci07SOmPkd/#,Positive
15777,#penguinschillingatthebeach #capetown #bouldersbeach #socool,#https://instagram.com/p/cedjWvGjvq/#,Positive
15783,Packing... Pffff so much to do!!! So happy!!,#https://instagram.com/p/cpKmiWoNR3/#,Positive
15793,Mati's farewell- drinks on the mountain #goodtimes #goodfriends,#https://instagram.com/p/clXD-FlRaB/#,Positive
15804,Absolute corker of a day!! #ilovemyhood,#https://instagram.com/p/cgknUcMRTw/#,Positive
15806,My last day of waves in Africa treated me well. couldn't ask for a better way to top it all off. Now its Time to get back to reality WAIT @jarrets_piks #barrelsfordays @adenkleve @markwatts @flpmd @dunesint @bodyboarderssurfco @pridebodyboards,#https://instagram.com/p/cgNqvejRcy/#,Positive
15823,Natural awesome,#https://instagram.com/p/cl68mqhWKC/#,Positive
15918,Perfect beach break peaks in the desert,#https://instagram.com/p/c7egFSDRbL/#,Positive
15929,#love #paddy #kirsty #beach,#https://instagram.com/p/c1r5OiDU6D/#,Positive
15941,#goodmorning #coffeeday #beautifulmonday #fishhoek #capetown #beachview,#https://instagram.com/p/c5ykZdFlmU/#,Positive
15944,Starfish love #fishhoekbeach #starfish #treasurefind #sunday,#https://instagram.com/p/c4VXa0G1Mi/#,Positive
15950,Roadside Ostrich sighting! S.Africa:)),#https://instagram.com/p/c62Of9FPDS/#,Positive
15988,"10,000 years ago when this was under the sea it would have been an awesome dive spot.",#https://instagram.com/p/c3pw7-HcFJ/#,Positive
16002,#besties,#https://instagram.com/p/c5_s6MzD-s/#,Positive
16057,Penguins #africanpenguins #bouldersbeach #sea #sun #smile #summer #southafrica #animals #bestmoments #newplaces #istantcool #istantmood #plage #picoftheday #blackandwhite,#https://instagram.com/p/dM93dXL0CQ/#,Positive
16087,-J.R.R. Tolkien  Loved spending my time this summer with world changers!,#https://instagram.com/p/dMw59yS_2K/#,Positive
16089,#noordehoek means the northern corner in Afrikaans #horse #happiness,#https://instagram.com/p/dKZhkFMxjX/#,Positive
16105,#me #brother #africa #winter #thingsilike #beautiful #stunning #cape #of #good #hope #holiday #thingsilike #boys,#https://instagram.com/p/dHe348DyarNyI3LPXUap6W3jIeioHP1IJUOSw0/#,Positive
16167,#south_africa #africa #mountain #sea #lovely view #amazing #top,#https://instagram.com/p/dZ254OrXpt/#,Positive
16236,Having some half priced #cocktail and enjoying some live #music in this bitch... #capetocuba #kalkbay #foodie #drinks #sundowner #mojito #tequila #rum,#https://instagram.com/p/dcUVLfi_Wu/#,Positive
16271,Oh hey there Table Mountain!,#https://instagram.com/p/dfjDVJuIQ0/#,Positive
16298,Funnest day ever,#https://instagram.com/p/dnX78jqfv7/#,Positive
16307,Mind loosing material,#https://instagram.com/p/du7cFSDRUw/#,Positive
16319,Enjoy. Spring is in the air.,#https://instagram.com/p/dwQ4pwLh1m/#,Positive
16320,Just a mother can love a face like this.,#https://instagram.com/p/dwPpKYrh0j/#,Positive
16325,#love #TheStig #Jdm #tweegram #photooftheday #200likes #amazing #followme #follow4follow #like4like #look #instalike #igerscapetown #picoftheday #drivehome #instadaily #instafollow #like #gopro #iphoneonly #instagood #bestoftheday #12am #instago #all_sho,#https://instagram.com/p/dtwgawhpNt/#,Positive
16346,Such an amazing Place\85 #capeofgoodhope#kapdergutenhoffnung#southafrica#sa#travel#travelgram#vacation#trip#holiday#freetime#goodtime#amazing#lovely#magic#family#nature#mothernature#sun#atlantic#ocean#instatravel#instamood#instalove,#https://instagram.com/p/dpSeXjzB4j/#,Positive
16347,Simply stunning #southafrica,#https://instagram.com/p/dpPDifhqcb/#,Positive
16366,The face of freedom ;),#https://instagram.com/p/dwfKaqDtvI/#,Positive
16398,Far out!! #joy #capetownliving #carefree #instagram_sa #touristinmyowncity,#https://instagram.com/p/d9zffXlMe5/#,Positive
16402,Rough seas #joy #nature #ocean #tranquility #capetownliving #instagram_sa,#https://instagram.com/p/d9vyCGlMWv/#,Positive
16462,#home #beach #happiness #dontwanttoleave,#https://instagram.com/p/d694aVmcw3/#,Positive
16471,Meet Apache #LoveHorses #Tokai #CapeTown,#https://instagram.com/p/eALZzPQFPb/#,Positive
16538,#drive to the #cape #view #stunning #capetown #nofilter,#https://instagram.com/p/eSC9APAzaN/#,Positive
16554,I'm a cool cat!,#https://instagram.com/p/eNcXjthzFb/#,Positive
16572,The gentle glow of sunset,#https://instagram.com/p/eNayC2ODE4/#,Positive
16584,#KleinWelgemeend #BoyesDrive #CapeTown #WesternCape #SouthAfrica #LoveCapeTown #LoveSouthAfrica #Development #BreakingGround,#https://instagram.com/p/eU42Kuufig/#,Positive
16628,#ladylove #weddingvibes #besties @loocheese @beerubin @oonamari,#https://instagram.com/p/eS5ze0rwtP/#,Positive
16644,Road Trip!!!! :),#https://instagram.com/p/eVEBSPmSnR/#,Positive
16663,#sunday #drive with the #smilekeeper,#https://instagram.com/p/ekJe_JxfjH/#,Positive
16701,"Day 21, 22 & 23 Sep #fmsphotoaday Rule of thirds, made me smile & from my childhood (playing major catch up today) #fatmumslim",#https://instagram.com/p/enENwACOtP/#,Positive
16731,#secret #beach in #capetown #selfie #bestime #sundayvibez #drivetime,#https://instagram.com/p/ekb9eYD_k3/#,Positive
16747,Fokken prawns! #suppertime,#https://instagram.com/p/ekhRWPj-on/#,Positive
16752,A sax rests on red bricks as wire art calls for peace #lovecapetown #capelab,#https://instagram.com/p/ejxXzDS0By/#,Positive
16762,why i love cape town!...out and about with the family <3 #drive #cpt #birthday #family #fun #goodtimes #feeling #loved #mom #dad,#https://instagram.com/p/em6XgNTOp9/#,Positive
16763,why i love cape town!...out and about with the family <3 #drive #cpt #birthday #family #fun #goodtimes #feeling #loved #happy #fooling #around,#https://instagram.com/p/em6N2KTOp1/#,Positive
16778,After a 10km running race  we hiked Chapmans Peak. As one does. #insaneinthebrain #ilovecapetown #mountainslayers,#https://instagram.com/p/ekkY5ggoSB/#,Positive
16831,Penguins nesting. Beaches. Joy.,#https://instagram.com/p/exD-n4rER1/#,Positive
16852,Well thats cool #hellosummer #27degrees #fivefifteen #hot #ohmygod,#https://instagram.com/p/e48I5SOwN_/#,Positive
16864,Enjoying the #sun with my #Swede #smiles #goodtimes,#https://instagram.com/p/e2QZe6rpVW/#,Positive
16865,Sunday afternoon stroll. Frankie is loving chasing the squirrels :) #walkingthedog #instadog #doggygram #giantschnauzer #dogsofinstagram #dog #walk #sunday #capetown,#https://instagram.com/p/e2PE2UskMM/#,Positive
16907,Those beautiful sunsets are coming back to Cape Town. #ThisIsNotToday #capepic #capetown #sunset,#https://instagram.com/p/e4_PYsvwBh/#,Positive
16912,"What I have been calling an albino peacock from world of birds. What an amazing creature, unbelievable what our God has made in this beautiful world. #worldofbirds #peacock #albino #bird #beauty #beautiful #GodisGreat #white #feathers #amazing #igdaily #",#https://instagram.com/p/e4FkxiK_Hw/#,Positive
16961,Final night in South Africa - 180 degree sea view room with infinity pool. Life is good...,#https://instagram.com/p/fIbrdhEWDj/#,Positive
16968,#wildlife #birds #safari #Africa #photography #nature #cats #honeymoons #landscapes #wild #sunsets #flowers #travel #adventure #Greenlife #foto #beach #sea #beautiful #lion #elephant #like #free #love #organic #spot #life #original #news #earth,#https://instagram.com/p/e_Ir3KFkzr/#,Positive
16987,Dutch Blitz is the life of the party around here. Sheila (on the right) is getting pretty dang good. #blitzqueenintraining,#https://instagram.com/p/fHfX-XJ-ke/#,Positive
17021,Cape of good hope #trip #travel #mountain #sea #beach #cool #nice #nature #amazing #lovely #southafrica #me #remembers #tap #taptap #doubletap #follow #instacool #instagram,#https://instagram.com/p/fIdX49gSx_/#,Positive
17028,Can't get enough of this view. #capetown #capepoint,#https://instagram.com/p/fFMle8xZlC/#,Positive
17037,Cape of good hope selfie!! #tbt #yesfilter #wisa #glorydaze #mikamakeaninstagram,#https://instagram.com/p/fBIbBms3c3/#,Positive
17054,In search of the Southern Right Whales in False Bay #whales #ocean #clouds #tracks #trains #lines #mountains #joy,#https://instagram.com/p/fF6KG6lMcK/#,Positive
17078,Signal Hill #sunset #capetown #za #lovecapetown #isateextramos @isahoyos2,#https://instagram.com/p/fLQQzdNmq8/#,Positive
17136,Day 12 Oct #fmsphotoaday Below (beautiful rug in my study),#https://instagram.com/p/fYL_25COu6/#,Positive
17150,Going downhill after epic Chapmans Peak hike,#https://instagram.com/p/fakKldB4MW/#,Positive
17195,"Selfie Sundays, throwback to last Friday, for the IB Dinner 15/1 #love #me #fashion #tuxedo #style #swag  #instagood #cute #like #follow #instalike #boy",#https://instagram.com/p/faqPYpQl7p/#,Positive
17200,"Life goal met: today I became a meerkat whisperer. This is Sebastian, the love of my life. Swoon.",#https://instagram.com/p/faJR5-Rr70/#,Positive
17280,Amazing day with beautiful views and an even better date ... He makes life sweeter !! #capetown,#https://instagram.com/p/fs16gMB2B5/#,Positive
17311,And some inspirational reading for NYC from @dansunshinevz,#https://instagram.com/p/frsawOmjdg/#,Positive
17325,Oysters & Bubbly @cuebace #houtbay #market #sundays #oysters #champagne #happiness,#https://instagram.com/p/fr84psADJg/#,Positive
17345,Woke up this morning and found this view from our room. Wow to Simon's Town!,#https://instagram.com/p/f-ja2lqsug/#,Positive
17371,"Pink Oasis. 
#flower #forrest #nature #trees #beauty #beautiful #bestoftheday #capetown #southafrica #happy #sunday #sunshine #africa #champion #TheMonster #dayout",#https://instagram.com/p/gBuV4EmJnA/#,Positive
17380,King of the world #Harry #bestdog,#https://instagram.com/p/gAWZD6ocSm/#,Positive
17386,#African#skye#beautiful evening at home,#https://instagram.com/p/f-qyfvFreK/#,Positive
17405,#capeofgoodhope #southafrica #sa the most #southwestern point of #Africa #windy #lovely,#https://instagram.com/p/f9cr05hjsQ/#,Positive
17437,The Jikeleza Dance school is an inspirational dance project for kids in Imzamo Yethu in Hout Bay.,#https://instagram.com/p/gA090xClgw/#,Positive
17442,What dreams are made of ! #houtbay #nofilter,#https://instagram.com/p/gAAGvOkTga/#,Positive
17482,:-D,#https://instagram.com/p/gBcpxliUYM/#,Positive
17504,"Penguin <3 
#southafrica #capetown",#https://instagram.com/p/gLlnqsOnTt/#,Positive
17561,There is so much to be amazed by in #southafrica #pink #sentinel #fire #love above #imizamoyethu,#https://instagram.com/p/gTZZK_vRnD/#,Positive
17600,"Finally, Cape of Good Hope 
#capeofgoodhope #westerncape #southafrica #honeymoon #mostsouthernpointinafrica",#https://instagram.com/p/gWI41jxU-B/#,Positive
17620,Good morning world! #lovecapetown,#https://instagram.com/p/ghPzG2lSa4/#,Positive
17638,Gotta love Sunday drives,#https://instagram.com/p/gh4WZHoXAh/#,Positive
17654,"African Experience!
.
.
#africa #experience ##amazing #africabike #african #bici #bike #bros #cool #ilovemybike #igerscycling #road #racebike #roadbike #southafrica #sudafrica #capetown #cittadelcapo #crazybike #sunnyday #sunday #coolpeople #coolplace #b",#https://instagram.com/p/gicypdBcyy/#,Positive
17681,#anniversaryweekend #capetown #southafrica #goodtimes,#https://instagram.com/p/giQ9-DgTzs/#,Positive
17695,"I love my city so much!!
Cape Town, mother of all mother cities",#https://instagram.com/p/gi70l7KiLy/#,Positive
17725,Trivial Pursuit by candlelight. We're fucking romantic like that.,#https://instagram.com/p/gyd2M0guBt/#,Positive
17731,and the feeling of butterflies deep down inside is completely exhilarating!! #boyfriend #home #ecstatic #excitement #SANDF #navy #divers #ship #simonstown #sea #sun #surf #mountains #madness #exhilarating #southafrica #SAnavy #return #yay!,#https://instagram.com/p/gmlsfryNH-/#,Positive
17741,Our beautiful dinner setting  #mrmrsstephenson,#https://instagram.com/p/gyzzeOKklM/#,Positive
17827,Beau all better,#https://instagram.com/p/g0-ZNUP3Jh/#,Positive
17876,Cause I like pictures #lols #2013,#https://instagram.com/p/hG0FiRyDFj/#,Positive
17886,Rock mimics water mimics #life #beauty #nature #carefree #capetownliving #instagram_sa #joy,#https://instagram.com/p/hEem2PFMWz/#,Positive
17887,Powerful Waves #water #waves #ocean #splash #play #instagram_sa #capetownliving #touristinmyowncity #carefree,#https://instagram.com/p/hEV3EClMUd/#,Positive
17890,All that glitters in a mini-kelp forest #kelp #ocean #reflections #joy #carefree #capetownliving #instagram_sa,#https://instagram.com/p/hECz8fFMRL/#,Positive
17893,little Luna earth-child hDKqaDnN #cavy #cavies #cute #piggy #freeplay #fun #flower #pig #yellow #luna #guineapig #guinea #guineapigposts101 #guineapigsofinstagram #cute #iphonesia #instapet #pet #petstagram #silly #small #brown #girl #nofilter #smallanim,#https://instagram.com/p/g-1tRmnU8I/#,Positive
17918,Up at 5am & in the water by 6am. Nice start to what will be a great summer Sunday for all in Cape Town. Enjoy! #wlp,#https://instagram.com/p/hF_ynsxr2r/#,Positive
17936,HAPPY BIRTHDAY to my eldest sister Caroline. Turning 25 up in heaven. #gonebutnotforgotten #memories4ever #bigsisterlove #familyforlife #birthday,#https://instagram.com/p/hA4ZmFIHO_/#,Positive
17944,Mussels amongst the vines with a cheeky nip of Sav Blanc. Heaven!,#https://instagram.com/p/hHS10GMWJN/#,Positive
18003,"Rescued a newborn seal yesterday still had it's umbilical cord on! Shame, poor thing was swimming in wrong direction and almost drowning! We scooped it onto the boat and one of the guides swam to the rocks with millions of other seals obit, climbe",#https://instagram.com/p/hIKGx_jUXI/#,Positive
18016,"Speech & Drama Certificate - not too shabby, Joy! #speech #drama #childsplay #joy #capetownliving #carefree",#https://instagram.com/p/hJJpBlFMS5/#,Positive
